"County","County Name","Office Name","Office District","Candidate Name ","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"13","Harford County","County Council","B","Russ English, Jr.","REP","","448","0","0","0","0","0","0","0" 
"13","Harford County","County Council","B","Stephanie Flasch","REP","Y","2739","0","0","0","0","0","0","0" 
"13","Harford County","County Council","B","Alison Imhoff","REP","","1534","0","0","0","0","0","0","0" 
"13","Harford County","County Council","C","Paula S. Etting","REP","Y","2509","0","0","0","0","0","0","0" 
"13","Harford County","County Council","C","Charles ""Chas"" Hagan","REP","","1552","0","0","0","0","0","0","0" 
"13","Harford County","County Council","C","Tim Murphy","REP","","606","0","0","0","0","0","0","0" 
"13","Harford County","County Council","D","John B. Carl, Jr.","REP","Y","4922","0","0","0","0","0","0","0" 
"13","Harford County","County Council","D","Jay Evans","REP","","1290","0","0","0","0","0","0","0" 
"13","Harford County","County Council","E","Jessica Boyle-Tsottles","REP","","1605","0","0","0","0","0","0","0" 
"13","Harford County","County Council","E","Douglas J. Phillips","REP","Y","1954","0","0","0","0","0","0","0" 
"13","Harford County","County Council","F","Glen Glass","REP","Y","2496","0","0","0","0","0","0","0" 
"05","Calvert County","County Commissioner","001","Jennifer L. Brown","REP","","0","0","0","0","824","0","0","0" 
"05","Calvert County","County Commissioner","001","Patrick E. Flaherty","REP","","0","0","0","0","2488","0","0","0" 
"05","Calvert County","County Commissioner","001","Mike Hart","REP","Y","0","0","0","0","4469","0","0","0" 
"12","Garrett County","County Commissioner","001","Andrew ""Harv"" Harvey","REP","","0","0","0","0","0","1690","0","0" 
"12","Garrett County","County Commissioner","001","S. Larry Tichnell","REP","Y","0","0","0","0","0","1979","0","0" 
"18","Queen Anne's County","County Commissioner","001","Jack Wilson","REP","Y","3391","0","0","0","0","0","0","0" 
"19","Saint Mary's County","County Commissioner","001","Eric Scott Colvin","REP","Y","0","0","0","0","5162","0","0","0" 
"05","Calvert County","County Commissioner","002","Mark C. Cox, Sr.","REP","","0","0","0","0","2742","0","0","0" 
"05","Calvert County","County Commissioner","002","Kenneth B. Lee","REP","Y","0","0","0","0","5132","0","0","0" 
"12","Garrett County","County Commissioner","002","Paul C. Edwards","REP","Y","0","0","0","0","0","2892","0","0" 
"18","Queen Anne's County","County Commissioner","002","Mat Drayer","REP","","487","0","0","0","0","0","0","0" 
"18","Queen Anne's County","County Commissioner","002","Patrick McLaughlin","REP","Y","1850","0","0","0","0","0","0","0" 
"18","Queen Anne's County","County Commissioner","002","Stephen Wilson","REP","","1661","0","0","0","0","0","0","0" 
"19","Saint Mary's County","County Commissioner","002","Thomas F. McKay","REP","","0","0","0","0","2686","0","0","0" 
"19","Saint Mary's County","County Commissioner","002","Tom Phelan","REP","Y","0","0","0","0","3568","0","0","0" 
"05","Calvert County","County Commissioner","003","Catherine M. Grasso","REP","Y","0","0","0","0","4619","0","0","0" 
"05","Calvert County","County Commissioner","003","Kelly D. McConkey","REP","","0","0","0","0","3205","0","0","0" 
"12","Garrett County","County Commissioner","003","Ryan S. Savage","REP","Y","0","0","0","0","0","1892","0","0" 
"12","Garrett County","County Commissioner","003","Michael C. Smith","REP","","0","0","0","0","0","1735","0","0" 
"18","Queen Anne's County","County Commissioner","003","Robert Buckey","REP","","1091","0","0","0","0","0","0","0" 
"18","Queen Anne's County","County Commissioner","003","Barry Donadio","REP","Y","1589","0","0","0","0","0","0","0" 
"18","Queen Anne's County","County Commissioner","003","Phil L. Dumenil","REP","","1499","0","0","0","0","0","0","0" 
"19","Saint Mary's County","County Commissioner","003","John O'Connor","REP","Y","0","0","0","0","4833","0","0","0" 
"18","Queen Anne's County","County Commissioner","004","Chris Corchiarino","REP","Y","3295","0","0","0","0","0","0","0" 
"19","Saint Mary's County","County Commissioner","004","Scott R. Ostrow","REP","Y","0","0","0","0","3986","0","0","0" 
"19","Saint Mary's County","County Commissioner","004","Dawn Zimmerman","REP","","0","0","0","0","1944","0","0","0" 
"07","Carroll County","County Commissioner","001","Joe Vigliotti","REP","Y","0","2958","0","0","0","0","0","0" 
"09","Charles County","County Commissioner","001","Walton ""Walt"" Merchant","REP","Y","0","0","0","0","1248","0","0","0" 
"24","Worcester County","County Commissioner","001","Caryn Abbott","REP","Y","538","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","001","Laura Gladding Morrison","REP","","347","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","001","Shaun W. Shockley","REP","","124","0","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","002","Kenneth A. Kiler","REP","Y","0","2123","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","002","Todd W. Tracey","REP","","0","728","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","002","Kim Zentz","REP","","0","902","0","0","0","0","0","0" 
"09","Charles County","County Commissioner","002","Alorah D. Vantassell","REP","Y","0","0","0","0","632","0","0","0" 
"20","Somerset County","County Commissioner","002","Rex D. Simpkins","REP","","145","0","0","0","0","0","0","0" 
"20","Somerset County","County Commissioner","002","Darryl K. Webster","REP","Y","173","0","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","003","Tom Gordon","REP","Y","0","2066","0","0","0","0","0","0" 
"09","Charles County","County Commissioner","003","Julian D. Clark","REP","Y","0","0","0","0","362","0","0","0" 
"20","Somerset County","County Commissioner","003","Michael K. McCready","REP","","156","0","0","0","0","0","0","0" 
"20","Somerset County","County Commissioner","003","Eldon S. Willing","REP","Y","310","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","003","Eric Fiori","REP","Y","594","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","003","Tim VanVonno","REP","","421","0","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","004","Michael R. Guerin","REP","Y","0","1271","1054","0","0","0","0","0" 
"20","Somerset County","County Commissioner","004","Bryant C. Owens","REP","Y","492","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","004","Theodore ""Ted"" J. Elder","REP","","290","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","004","Steve Green","REP","Y","476","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","004","Virgil L. Shockley","REP","","198","0","0","0","0","0","0","0" 
"07","Carroll County","County Commissioner","005","Thomas D. Gibson","REP","","0","767","56","0","0","0","0","0" 
"07","Carroll County","County Commissioner","005","Susan W. Krebs","REP","Y","0","1942","99","0","0","0","0","0" 
"20","Somerset County","County Commissioner","005","Ricky Thomas","REP","Y","351","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","005","Chip Bertino","REP","","441","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","005","Joe Schanno","REP","Y","472","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","006","Sherrie Clifford","REP","","318","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","006","Lou H. Taylor","REP","Y","723","0","0","0","0","0","0","0" 
"24","Worcester County","County Commissioner","007","Joseph M. Mitrecic","REP","Y","389","0","0","0","0","0","0","0" 
"24","Worcester County","Judge Circuit Court","Worcester County Circuit Court 01","Kristina Watkowski","REP","Y","4314","0","0","0","0","0","0","0" 
"08","Cecil County","Judge Circuit Court","Cecil County Circuit Court 02","Robert E. Sentman","REP","Y","5752","0","0","0","0","0","0","0" 
"21","Talbot County","Judge Circuit Court","Talbot County Circuit Court 02","Philip T. Cronan","REP","Y","2614","0","0","0","0","0","0","0" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Jan Marshall Alexander","REP","Y","3099","11515","0","0","0","0","3213","0" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Sherrie R. Bailey","REP","Y","3044","11473","0","0","0","0","3178","0" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Evelyn Lombardo Cusson","REP","Y","2993","11079","0","0","0","0","3014","0" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Ralph Sapia","REP","Y","3044","11165","0","0","0","0","3003","0" 
"04","Baltimore County","Judge Circuit Court","Baltimore County Circuit Court 03","Thomas R. Tompsett, Jr.","REP","Y","3106","11593","0","0","0","0","3199","0" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Elizabeth Adams","REP","Y","0","0","10213","0","3681","0","0","0" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Sidney A. Butcher","REP","Y","0","0","8037","0","2861","0","0","0" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Ginina A. Jackson-Stevenson","REP","","0","0","4669","0","1609","0","0","0" 
"02","Anne Arundel County","Judge Circuit Court","Anne Arundel County Circuit Court 05","Rowena N. Nelson","REP","","0","0","2679","0","894","0","0","0" 
"14","Howard County","Judge Circuit Court","Howard County Circuit Court 05","Maurice C. Frazier","REP","Y","0","0","5130","0","0","0","0","0" 
"11","Frederick County","Judge Circuit Court","Frederick County Circuit Court 06","Julia Ann Minner","REP","Y","0","0","0","0","0","12286","0","0" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Sharon V. Burrell","REP","Y","0","0","0","201","0","2381","0","6159" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Victor M. Del Pino","REP","Y","0","0","0","202","0","2337","0","6166" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","James J. Dietrich","REP","Y","0","0","0","204","0","2476","0","6641" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Catherine H. McQueen","REP","Y","0","0","0","203","0","2457","0","6487" 
"16","Montgomery County","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","REP","","0","0","0","117","0","990","0","2519" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","LaKeecia Allen","REP","Y","0","0","0","1195","743","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Scott M. Carrington","REP","Y","0","0","0","1312","863","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Ada Elizabeth Clark-Edwards","REP","Y","0","0","0","1239","759","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Stacey Cobb Smith","REP","Y","0","0","0","1234","807","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Althea Stewart Jones","REP","Y","0","0","0","1174","762","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Donnaka Varner Lewis","REP","Y","0","0","0","1143","728","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Michael Ray Pearson","REP","Y","0","0","0","1310","847","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Joseph C. Ruddy, III","REP","Y","0","0","0","1260","803","0","0","0" 
"17","Prince George's County","Judge Circuit Court","Prince George's County Circuit Court 07","Todd Steuart","REP","Y","0","0","0","1260","812","0","0","0" 
"19","Saint Mary's County","Judge Circuit Court","Saint Mary's County Circuit Court 07","Kevin R. Hill","REP","Y","0","0","0","0","4978","0","0","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Catherine Chen","REP","Y","0","138","0","0","0","0","1325","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Lawrence P. Fletcher-Hill","REP","Y","0","143","0","0","0","0","1305","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Kimberly C. McBride","REP","Y","0","147","0","0","0","0","1336","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Piper Faith McKeithen","REP","Y","0","140","0","0","0","0","1235","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Hope Tipton","REP","Y","0","146","0","0","0","0","1249","0" 
"03","Baltimore City","Judge Circuit Court","Baltimore City Circuit Court 08","Levi S. Zaslow","REP","Y","0","137","0","0","0","0","1306","0" 
"05","Calvert County","Treasurer","","Amanda N. Dolina","REP","Y","0","0","0","0","4970","0","0","0" 
"05","Calvert County","Treasurer","","Steve Weems","REP","","0","0","0","0","2818","0","0","0" 
"19","Saint Mary's County","Treasurer","","Christy Kelly","REP","Y","0","0","0","0","5042","0","0","0" 
"22","Washington County","Treasurer","","John McElroy","REP","Y","0","0","0","0","0","4828","0","0" 
"22","Washington County","Treasurer","","Seth Wilson","REP","","0","0","0","0","0","3781","0","0" 
"01","Allegany County","State's Attorney","","James F. Elliott","REP","Y","0","0","0","0","0","5044","0","0" 
"05","Calvert County","State's Attorney","","Bob Harvey","REP","Y","0","0","0","0","6082","0","0","0" 
"06","Caroline County","State's Attorney","","Joel J. Todd","REP","Y","2058","0","0","0","0","0","0","0" 
"07","Carroll County","State's Attorney","","Allan J. Culver","REP","","0","7004","740","0","0","0","0","0" 
"07","Carroll County","State's Attorney","","George Psoras","REP","Y","0","7171","749","0","0","0","0","0" 
"08","Cecil County","State's Attorney","","James A. Dellmyer","REP","Y","5783","0","0","0","0","0","0","0" 
"10","Dorchester County","State's Attorney","","Kenneth E. Thalheimer","REP","Y","2512","0","0","0","0","0","0","0" 
"11","Frederick County","State's Attorney","","Charlie Smith","REP","Y","0","0","0","0","0","13127","0","0" 
"12","Garrett County","State's Attorney","","Christian Mash","REP","Y","0","0","0","0","0","3114","0","0" 
"13","Harford County","State's Attorney","","Alison M. Healey","REP","Y","19756","0","0","0","0","0","0","0" 
"15","Kent County","State's Attorney","","Matt Crouch","REP","Y","1183","0","0","0","0","0","0","0" 
"18","Queen Anne's County","State's Attorney","","Lance G. Richardson","REP","Y","3494","0","0","0","0","0","0","0" 
"19","Saint Mary's County","State's Attorney","","Jaymi Sterling","REP","Y","0","0","0","0","5262","0","0","0" 
"20","Somerset County","State's Attorney","","Wess Garner","REP","Y","1485","0","0","0","0","0","0","0" 
"21","Talbot County","State's Attorney","","Joseph Coale","REP","Y","2606","0","0","0","0","0","0","0" 
"22","Washington County","State's Attorney","","Gina M. Cirincion","REP","Y","0","0","0","0","0","4996","0","0" 
"22","Washington County","State's Attorney","","Adam Daniel Greivell","REP","","0","0","0","0","0","4969","0","0" 
"23","Wicomico County","State's Attorney","","Jamie Dykes","REP","Y","5617","0","0","0","0","0","0","0" 
"24","Worcester County","State's Attorney","","Kris Heiser","REP","Y","4448","0","0","0","0","0","0","0" 
"01","Allegany County","Clerk Circuit Court","","Dawne Lindsey","REP","Y","0","0","0","0","0","5394","0","0" 
"02","Anne Arundel County","Clerk Circuit Court","","Douglas Finbar Graham","REP","Y","0","0","12698","0","4478","0","0","0" 
"04","Baltimore County","Clerk Circuit Court","","Christina Mulligan","REP","Y","3616","13637","0","0","0","0","3931","0" 
"05","Calvert County","Clerk Circuit Court","","Jourdan Sturdivant","REP","Y","0","0","0","0","5941","0","0","0" 
"06","Caroline County","Clerk Circuit Court","","Peggy A. Gallagher","REP","Y","1326","0","0","0","0","0","0","0" 
"06","Caroline County","Clerk Circuit Court","","Margie S. Hannawald","REP","","834","0","0","0","0","0","0","0" 
"06","Caroline County","Clerk Circuit Court","","Stephanie B. Ramsey","REP","","488","0","0","0","0","0","0","0" 
"07","Carroll County","Clerk Circuit Court","","Heather S. DeWees","REP","Y","0","11229","1186","0","0","0","0","0" 
"08","Cecil County","Clerk Circuit Court","","Charlene M. Notarcola","REP","Y","5960","0","0","0","0","0","0","0" 
"10","Dorchester County","Clerk Circuit Court","","Amy J. Craig","REP","Y","2795","0","0","0","0","0","0","0" 
"11","Frederick County","Clerk Circuit Court","","Sandra K. Dalton","REP","Y","0","0","0","0","0","13194","0","0" 
"12","Garrett County","Clerk Circuit Court","","Bill Bittinger","REP","Y","0","0","0","0","0","3143","0","0" 
"13","Harford County","Clerk Circuit Court","","Michelle L. Karczeski","REP","Y","19623","0","0","0","0","0","0","0" 
"18","Queen Anne's County","Clerk Circuit Court","","Katherine Beane Hager","REP","Y","3392","0","0","0","0","0","0","0" 
"19","Saint Mary's County","Clerk Circuit Court","","Debbie Mills Burch","REP","Y","0","0","0","0","5093","0","0","0" 
"20","Somerset County","Clerk Circuit Court","","Charles T. Horner, Sr.","REP","Y","1599","0","0","0","0","0","0","0" 
"21","Talbot County","Clerk Circuit Court","","Kathi Dulin Duvall","REP","Y","2749","0","0","0","0","0","0","0" 
"22","Washington County","Clerk Circuit Court","","Kevin R. Tucker","REP","Y","0","0","0","0","0","7801","0","0" 
"24","Worcester County","Clerk Circuit Court","","Susan Richardson Braniecki","REP","Y","4426","0","0","0","0","0","0","0" 
"01","Allegany County","Register of Wills","","Mary Beth Pirolozzi","REP","Y","0","0","0","0","0","5314","0","0" 
"02","Anne Arundel County","Register of Wills","","Jason D. Lambert","REP","Y","0","0","12763","0","4472","0","0","0" 
"03","Baltimore City","Register of Wills","","Andy Zipay","REP","Y","0","163","0","0","0","0","1636","0" 
"04","Baltimore County","Register of Wills","","Nicole Schroeder","REP","Y","3651","13799","0","0","0","0","3994","0" 
