TOTAL VOTER TURNOUT: 12,240,190
ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2026-08-04	4	0	0	81	WASHTENAW	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647259	Cox	Mike			2448			
2026-08-04	4	0	0	81	WASHTENAW	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647295	James	John			9468			
2026-08-04	4	0	0	81	WASHTENAW	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647345	WRITE-IN				0	Y		
2026-08-04	4	0	0	81	WASHTENAW	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647356	Nesbitt	Aric			202			
2026-08-04	4	0	0	81	WASHTENAW	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647424	Johnson	Perry			5962			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647216	Benson	Jocelyn			243120			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647228	Swanson	Christopher	Robert		39151			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647259	Cox	Mike			11171			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647295	James	John			37966			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647345	WRITE-IN				9	Y		
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647356	Nesbitt	Aric			589			
2026-08-04	4	0	0	82	WAYNE	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647424	Johnson	Perry			27559			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647216	Benson	Jocelyn			2660			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647228	Swanson	Christopher	Robert		583			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647259	Cox	Mike			649			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647295	James	John			2075			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647345	WRITE-IN				0	Y		
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647356	Nesbitt	Aric			69			
2026-08-04	4	0	0	83	WEXFORD	GOVERNOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647424	Johnson	Perry			1731			
2026-08-04	7	0	0	1	ALCONA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			643			
2026-08-04	7	0	0	1	ALCONA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			103			
2026-08-04	7	0	0	1	ALCONA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			579			
2026-08-04	7	0	0	1	ALCONA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			2190			
2026-08-04	7	0	0	2	ALGER	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			473			
2026-08-04	7	0	0	2	ALGER	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			111			
2026-08-04	7	0	0	2	ALGER	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			652			
2026-08-04	7	0	0	2	ALGER	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			1228			
2026-08-04	7	0	0	3	ALLEGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			6794			
2026-08-04	7	0	0	3	ALLEGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			560			
2026-08-04	7	0	0	3	ALLEGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			7087			
2026-08-04	7	0	0	3	ALLEGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			16129			
2026-08-04	7	0	0	4	ALPENA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1618			
2026-08-04	7	0	0	4	ALPENA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			227			
2026-08-04	7	0	0	4	ALPENA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1646			
2026-08-04	7	0	0	4	ALPENA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3448			
2026-08-04	7	0	0	5	ANTRIM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1818			
2026-08-04	7	0	0	5	ANTRIM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			196			
2026-08-04	7	0	0	5	ANTRIM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1859			
2026-08-04	7	0	0	5	ANTRIM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			4126			
2026-08-04	7	0	0	6	ARENAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1010			
2026-08-04	7	0	0	6	ARENAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			70			
2026-08-04	7	0	0	6	ARENAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			481			
2026-08-04	7	0	0	6	ARENAC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			2268			
2026-08-04	7	0	0	7	BARAGA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			355			
2026-08-04	7	0	0	7	BARAGA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			61			
2026-08-04	7	0	0	7	BARAGA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			340			
2026-08-04	7	0	0	7	BARAGA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			1071			
2026-08-04	7	0	0	8	BARRY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			3508			
2026-08-04	7	0	0	8	BARRY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			315			
2026-08-04	7	0	0	8	BARRY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			3123			
2026-08-04	7	0	0	8	BARRY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			8316			
2026-08-04	7	0	0	9	BAY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			8169			
2026-08-04	7	0	0	9	BAY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			962			
2026-08-04	7	0	0	9	BAY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			6172			
2026-08-04	7	0	0	9	BAY	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			10126			
2026-08-04	7	0	0	10	BENZIE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1621			
2026-08-04	7	0	0	10	BENZIE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			143			
2026-08-04	7	0	0	10	BENZIE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			2052			
2026-08-04	7	0	0	10	BENZIE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			2909			
2026-08-04	7	0	0	11	BERRIEN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			7557			
2026-08-04	7	0	0	11	BERRIEN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			1114			
2026-08-04	7	0	0	11	BERRIEN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			9140			
2026-08-04	7	0	0	11	BERRIEN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			15173			
2026-08-04	7	0	0	12	BRANCH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1586			
2026-08-04	7	0	0	12	BRANCH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			156			
2026-08-04	7	0	0	12	BRANCH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1307			
2026-08-04	7	0	0	12	BRANCH	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			4500			
2026-08-04	7	0	0	13	CALHOUN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			6666			
2026-08-04	7	0	0	13	CALHOUN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			729			
2026-08-04	7	0	0	13	CALHOUN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			6206			
2026-08-04	7	0	0	13	CALHOUN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			10644			
2026-08-04	7	0	0	14	CASS	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1868			
2026-08-04	7	0	0	14	CASS	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			375			
2026-08-04	7	0	0	14	CASS	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1880			
2026-08-04	7	0	0	14	CASS	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			5566			
2026-08-04	7	0	0	15	CHARLEVOIX	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1929			
2026-08-04	7	0	0	15	CHARLEVOIX	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			200			
2026-08-04	7	0	0	15	CHARLEVOIX	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1983			
2026-08-04	7	0	0	15	CHARLEVOIX	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3826			
2026-08-04	7	0	0	16	CHEBOYGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1548			
2026-08-04	7	0	0	16	CHEBOYGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			133			
2026-08-04	7	0	0	16	CHEBOYGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1324			
2026-08-04	7	0	0	16	CHEBOYGAN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3903			
2026-08-04	7	0	0	17	CHIPPEWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1532			
2026-08-04	7	0	0	17	CHIPPEWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			200			
2026-08-04	7	0	0	17	CHIPPEWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1832			
2026-08-04	7	0	0	17	CHIPPEWA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3756			
2026-08-04	7	0	0	18	CLARE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1573			
2026-08-04	7	0	0	18	CLARE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			158			
2026-08-04	7	0	0	18	CLARE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1136			
2026-08-04	7	0	0	18	CLARE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3955			
2026-08-04	7	0	0	19	CLINTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			5905			
2026-08-04	7	0	0	19	CLINTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			688			
2026-08-04	7	0	0	19	CLINTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			6487			
2026-08-04	7	0	0	19	CLINTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			8568			
2026-08-04	7	0	0	20	CRAWFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			849			
2026-08-04	7	0	0	20	CRAWFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			101			
2026-08-04	7	0	0	20	CRAWFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			621			
2026-08-04	7	0	0	20	CRAWFORD	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			2176			
2026-08-04	7	0	0	21	DELTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1874			
2026-08-04	7	0	0	21	DELTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			397			
2026-08-04	7	0	0	21	DELTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1999			
2026-08-04	7	0	0	21	DELTA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			5402			
2026-08-04	7	0	0	22	DICKINSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1062			
2026-08-04	7	0	0	22	DICKINSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			238			
2026-08-04	7	0	0	22	DICKINSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1203			
2026-08-04	7	0	0	22	DICKINSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3309			
2026-08-04	7	0	0	23	EATON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			8393			
2026-08-04	7	0	0	23	EATON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			1079			
2026-08-04	7	0	0	23	EATON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			8538			
2026-08-04	7	0	0	23	EATON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			10216			
2026-08-04	7	0	0	24	EMMET	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			2408			
2026-08-04	7	0	0	24	EMMET	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			319			
2026-08-04	7	0	0	24	EMMET	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			3088			
2026-08-04	7	0	0	24	EMMET	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			4713			
2026-08-04	7	0	0	25	GENESEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			33484			
2026-08-04	7	0	0	25	GENESEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			2813			
2026-08-04	7	0	0	25	GENESEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			25650			
2026-08-04	7	0	0	25	GENESEE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			28653			
2026-08-04	7	0	0	26	GLADWIN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1620			
2026-08-04	7	0	0	26	GLADWIN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			174			
2026-08-04	7	0	0	26	GLADWIN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			828			
2026-08-04	7	0	0	26	GLADWIN	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3602			
2026-08-04	7	0	0	27	GOGEBIC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			795			
2026-08-04	7	0	0	27	GOGEBIC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			157			
2026-08-04	7	0	0	27	GOGEBIC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			781			
2026-08-04	7	0	0	27	GOGEBIC	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			1395			
2026-08-04	7	0	0	28	GRAND TRAVERSE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			6699			
2026-08-04	7	0	0	28	GRAND TRAVERSE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			772			
2026-08-04	7	0	0	28	GRAND TRAVERSE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			10997			
2026-08-04	7	0	0	28	GRAND TRAVERSE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			10959			
2026-08-04	7	0	0	29	GRATIOT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1773			
2026-08-04	7	0	0	29	GRATIOT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			214			
2026-08-04	7	0	0	29	GRATIOT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1590			
2026-08-04	7	0	0	29	GRATIOT	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3888			
2026-08-04	7	0	0	30	HILLSDALE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1381			
2026-08-04	7	0	0	30	HILLSDALE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			183			
2026-08-04	7	0	0	30	HILLSDALE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1207			
2026-08-04	7	0	0	30	HILLSDALE	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			5019			
2026-08-04	7	0	0	31	HOUGHTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1564			
2026-08-04	7	0	0	31	HOUGHTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			226			
2026-08-04	7	0	0	31	HOUGHTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			2477			
2026-08-04	7	0	0	31	HOUGHTON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3255			
2026-08-04	7	0	0	32	HURON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1926			
2026-08-04	7	0	0	32	HURON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			190			
2026-08-04	7	0	0	32	HURON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1063			
2026-08-04	7	0	0	32	HURON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			4570			
2026-08-04	7	0	0	33	INGHAM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			20405			
2026-08-04	7	0	0	33	INGHAM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			2669			
2026-08-04	7	0	0	33	INGHAM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			33251			
2026-08-04	7	0	0	33	INGHAM	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			15325			
2026-08-04	7	0	0	34	IONIA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			3035			
2026-08-04	7	0	0	34	IONIA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			252			
2026-08-04	7	0	0	34	IONIA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			2905			
2026-08-04	7	0	0	34	IONIA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			7606			
2026-08-04	7	0	0	35	IOSCO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			1934			
2026-08-04	7	0	0	35	IOSCO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			188			
2026-08-04	7	0	0	35	IOSCO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			1339			
2026-08-04	7	0	0	35	IOSCO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			3732			
2026-08-04	7	0	0	36	IRON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			576			
2026-08-04	7	0	0	36	IRON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			130			
2026-08-04	7	0	0	36	IRON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			666			
2026-08-04	7	0	0	36	IRON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			1676			
2026-08-04	7	0	0	37	ISABELLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			2953			
2026-08-04	7	0	0	37	ISABELLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			371			
2026-08-04	7	0	0	37	ISABELLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			3896			
2026-08-04	7	0	0	37	ISABELLA	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			5067			
2026-08-04	7	0	0	38	JACKSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			8023			
2026-08-04	7	0	0	38	JACKSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			788			
2026-08-04	7	0	0	38	JACKSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647134	El-Sayed	Abdul			7598			
2026-08-04	7	0	0	38	JACKSON	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	2	REPUBLICAN	647250	Rogers	Mike			14983			
2026-08-04	7	0	0	39	KALAMAZOO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647077	Stevens	Haley			17946			
2026-08-04	7	0	0	39	KALAMAZOO	UNITED STATES SENATOR 6 YEAR TERM (1) POSITION	1	DEMOCRATIC	647107	McMorrow	Mallory			2039			
