race_id,scope_kind,election_date,election_year,primary_party,endorsed_candidate,endorsed_candidates,unopposed_candidates,opponent_candidates,all_candidates,candidate_count,role_set,party_set,evidence_statuses,office,office_status,office_source,office_confidence,jurisdiction,jurisdiction_status,jurisdiction_source,jurisdiction_confidence,state,state_code,state_status,state_source,state_confidence,official_election_source,official_election_source_status,official_election_source_source,official_election_source_confidence,supporting_source,supporting_source_status,supporting_source_type,supporting_source_source,supporting_source_confidence,certified_opponents,certified_opponents_status,endorsing_bodies,metadata_source,source_reference,canonical_candidate_aliases,source_race_ids,merged_race_id_count,unresolved_fields
race-049299a4595c67aafc85,other_corpus_race,2026-05-19,2026,Nonpartisan,Tim Denson,Tim Denson,,Dexter Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller,Dexter Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller | Tim Denson,5,endorsed | opponent,Nonpartisan,source_unavailable | verified,Mayor,metadata_inferred,title_url_text:538426266786a3efa17b9d1f | title_url_text:591c9d30ef39ed95f1356ed9,high,Athens,metadata_inferred,title_url_text:538426266786a3efa17b9d1f | title_url_text:591c9d30ef39ed95f1356ed9,high,,,unresolved,,,,unresolved,,,,unresolved,,,,Dexter Fisher | LaKeisha Gantt | Mara Zuniga | Sharon Miller,corpus_candidate_set,,metadata_inferred,title_url_text:538426266786a3efa17b9d1f | title_url_text:591c9d30ef39ed95f1356ed9,d fisher | dex fisher | dexter fisher | l gantt | lak gantt | lakeisha gantt | m zuniga | mar zuniga | mara zuniga | s miller | sha miller | sharon miller | t denson | tim denson,race-049299a4595c67aafc85,1,state | official_election_source
race-04cb327196963b09ba9f,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Gabriella A. Romero,Gabriella A. Romero,,Jeffrey D. Mayo | Richard-Olivier Marius | Susan M. Pedo,Gabriella A. Romero | Jeffrey D. Mayo | Richard-Olivier Marius | Susan M. Pedo,4,endorsed | opponent,Democratic,source_unavailable,Common Council,resolution_verified,race_registry_resolutions_2021_2022.csv:3,verified,Albany Ward 6,resolution_verified,race_registry_resolutions_2021_2022.csv:3,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:3,verified,https://www.albanycounty.com/departments/board-of-elections/election-results,resolution_verified,race_registry_resolutions_2021_2022.csv:3,verified,,unresolved,,,,Jeffrey D. Mayo | Richard-Olivier Marius | Susan M. Pedo,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:3,g a | g romero | gab a | gab romero | gabriella a | gabriella a romero | gabriella romero | j d | j mayo | jef d | jef mayo | jeffrey d | jeffrey d mayo | jeffrey mayo | r marius | r olivier | ric marius | ric olivier | richard marius | richard olivier | richard olivier marius | s m | s pedo | sus m | sus pedo | susan m | susan m pedo | susan pedo,race-04cb327196963b09ba9f,1,
race-04edaf6b921af5fb05b3,other_corpus_race,2026-08-11,2026,Democratic-Farmer-Labor,Omar Fateh,Omar Fateh,,Brenda Short | Jeanelle Austin,Brenda Short | Jeanelle Austin | Omar Fateh,3,endorsed | opponent,Democratic-Farmer-Labor,verified,Mayor,metadata_inferred,title_url_text:d2d05cd91ba4cb3338509fb3 | title_url_text:e5c036b6f6b2103f9260c0f0,high,,unresolved,,,Texas,TX,metadata_inferred,title_url_text:bc61552497e08c7241344234,high,,unresolved,,,,unresolved,,,,Brenda Short | Jeanelle Austin,corpus_candidate_set,,metadata_inferred,title_url_text:bc61552497e08c7241344234 | title_url_text:d2d05cd91ba4cb3338509fb3 | title_url_text:e5c036b6f6b2103f9260c0f0,b short | bre short | brenda short | j austin | jea austin | jeanelle austin | o fateh | oma fateh | omar fateh,race-04edaf6b921af5fb05b3,1,jurisdiction | official_election_source
race-04f4b140e43f16fb25b0,other_corpus_race,2021-08-03,2021,,Oprah Revish,Oprah Revish,,Jeremy A. Garza | Nicklas Zande,Jeremy A. Garza | Nicklas Zande | Oprah Revish,3,endorsed | opponent,,source_unavailable,City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:4,verified,Lansing Ward 2,resolution_verified,race_registry_resolutions_2021_2022.csv:4,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2021_2022.csv:4,verified,https://cl.ingham.org/Departments/CountyClerk/Elections/ArchivedElectionData/2021ElectionInformation.aspx,resolution_verified,race_registry_resolutions_2021_2022.csv:4,verified,,unresolved,,,,Jeremy A. Garza | Nicklas Zande,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:4,j a | j garza | jer a | jer garza | jeremy a | jeremy a garza | jeremy garza | n zande | nic zande | nicklas zande | o revish | opr revish | oprah revish,race-04f4b140e43f16fb25b0,1,
race-05835d3a049b0be0e256,tracked_dsa_endorsed_democratic_primary,2020-09-15,2020,Democratic,Coby Owens,Coby Owens,,"Albert ""Al"" Mills | Karen ""Butter"" Flowers | Linda Gray","Albert ""Al"" Mills | Coby Owens | Karen ""Butter"" Flowers | Linda Gray",4,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2020.csv:4,verified,Wilmington District 1,resolution_verified,race_registry_resolutions_2020.csv:4,verified,Delaware,DE,resolution_verified,race_registry_resolutions_2020.csv:4,verified,https://elections.delaware.gov/results/html/index.shtml?electionDate=2020-09-15,resolution_verified,race_registry_resolutions_2020.csv:4,verified,,unresolved,,,,"Albert ""Al"" Mills | Karen ""Butter"" Flowers | Linda Gray",corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:4,a al | a mills | alb al | alb mills | albert al | albert al mills | albert mills | c owens | cob owens | coby owens | k butter | k flowers | kar butter | kar flowers | karen butter | karen butter flowers | karen flowers | l gray | lin gray | linda gray,race-05835d3a049b0be0e256,1,
race-05c887ffae75d010ea4d,tracked_dsa_endorsed_democratic_primary,2024-08-06,2024,Democratic,Dylan Wegela,Dylan Wegela,,DeArtriss Coleman-Richardson,DeArtriss Coleman-Richardson | Dylan Wegela,2,endorsed | opponent,Democratic,source_unavailable | verified,State Representative,resolution_verified,race_registry_resolutions_2023_2024.csv:8,verified,District 26,resolution_verified,race_registry_resolutions_2023_2024.csv:8,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2023_2024.csv:8,verified,https://mvic.sos.state.mi.us/PublicCandidateList.aspx?PageMode=Ballot&SearchType=OFFICE&ElectionCode=512_20240806,resolution_verified,race_registry_resolutions_2023_2024.csv:8,verified,,unresolved,,,,DeArtriss Coleman-Richardson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:8,d coleman | d richardson | d wegela | dea coleman | dea richardson | deartriss coleman | deartriss coleman richardson | deartriss richardson | dyl wegela | dylan wegela,race-05c887ffae75d010ea4d,1,
race-0650530eb5458097dae5,tracked_dsa_endorsed_democratic_primary,2021-08-03,2021,Democratic,Nina Turner,Nina Turner,,Isaac Powell | James Jerome Bell | Jeff Johnson | John E. Barnes Jr. | Lateek Shabazz | Martin Alexander | Pamela M. Pinkney | Seth J. Corey | Shirley Smith | Shontel Brown | Tariq K. Shabazz | Will Knight,Isaac Powell | James Jerome Bell | Jeff Johnson | John E. Barnes Jr. | Lateek Shabazz | Martin Alexander | Nina Turner | Pamela M. Pinkney | Seth J. Corey | Shirley Smith | Shontel Brown | Tariq K. Shabazz | Will Knight,13,endorsed | opponent,Democratic,source_unavailable | verified,US House,resolution_verified,race_registry_resolutions_2021_2022.csv:5,verified,District 11,resolution_verified,race_registry_resolutions_2021_2022.csv:5,verified,Ohio,OH,resolution_verified,race_registry_resolutions_2021_2022.csv:5,verified,https://www.ohiosos.gov/elections/election-results-and-data/2021-official-canvass/august-3-2021/,resolution_verified,race_registry_resolutions_2021_2022.csv:5,verified,,unresolved,,,,Isaac Powell | James Jerome Bell | Jeff Johnson | John E. Barnes Jr. | Lateek Shabazz | Martin Alexander | Pamela M. Pinkney | Seth J. Corey | Shirley Smith | Shontel Brown | Tariq K. Shabazz | Will Knight,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:5,i powell | isa powell | isaac powell | j barnes | j bell | j e | j jerome | j johnson | jam bell | jam jerome | james bell | james jerome | james jerome bell | jef johnson | jeff johnson | joh barnes | joh e | john barnes | john e | john e barnes | l shabazz | lat shabazz | lateek shabazz | m alexander | mar alexander | martin alexander | n turner | nin turner | nina turner | p m | p pinkney | pam m | pam pinkney | pamela m | pamela m pinkney | pamela pinkney | s brown | s corey | s j | s smith | set corey | set j | seth corey | seth j | seth j corey | shi smith | shirley smith | sho brown | shontel brown | t k | t shabazz | tar k | tar shabazz | tariq k | tariq k shabazz | tariq shabazz | w knight | wil knight | will knight,race-0650530eb5458097dae5,1,
race-070b37bae80f159ff674,other_corpus_race,2021-02-16,2021,Nonpartisan,Alex Brower,Alex Brower,,Abbie Fishman | Jilly Gokalgandhi | Kahri Phelps Okoro,Abbie Fishman | Alex Brower | Jilly Gokalgandhi | Kahri Phelps Okoro,4,endorsed | opponent,Nonpartisan,source_unavailable | verified,School Board,resolution_verified,race_registry_resolutions_2021_2022.csv:6,verified,Milwaukee Public Schools Board,resolution_verified,race_registry_resolutions_2021_2022.csv:6,verified,Wisconsin,WI,resolution_verified,race_registry_resolutions_2021_2022.csv:6,verified,https://county.milwaukee.gov/EN/County-Clerk/Election-Results,resolution_verified,race_registry_resolutions_2021_2022.csv:6,verified,,unresolved,,,,Abbie Fishman | Jilly Gokalgandhi | Kahri Phelps Okoro,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:6,a brower | a fishman | abb fishman | abbie fishman | ale brower | alex brower | j gokalgandhi | jil gokalgandhi | jilly gokalgandhi | k okoro | k phelps | kah okoro | kah phelps | kahri okoro | kahri phelps | kahri phelps okoro,race-070b37bae80f159ff674,1,
race-0737ecc067d5cc0799e8,tracked_dsa_endorsed_democratic_primary,2018-03-06,2018,Democratic,Ali Khorasani,Ali Khorasani,,Hamid Parvizian | Jimmy Jones | Silky Malik | Todd Litton,Ali Khorasani | Hamid Parvizian | Jimmy Jones | Silky Malik | Todd Litton,5,endorsed | opponent,Democratic,verified,"U.S. House, Texas District 2",processed_verified,race-0737ecc067d5cc0799e8,verified,"U.S. House, Texas District 2",processed_verified,race-0737ecc067d5cc0799e8,verified,Texas,TX,processed_verified,race-0737ecc067d5cc0799e8,verified,https://www.sos.state.tx.us/elections/forms/enrrpts/2018-dem-primary.pdf,processed_verified,race-0737ecc067d5cc0799e8,verified,,unresolved,,,,Hamid Parvizian | Jimmy Jones | Silky Malik | Todd Litton,processed_verified,Houston,processed_verified,race-0737ecc067d5cc0799e8,a khorasani | ali khorasani | h parvizian | ham parvizian | hamid parvizian | j jones | jim jones | jimmy jones | s malik | sil malik | silky malik | t litton | tod litton | todd litton,race-0737ecc067d5cc0799e8,1,
race-07e8c0f659f04a7168be,other_corpus_race,2021-08-10,2021,Nonpartisan,Azrin Awal,Azrin Awal,,"Ashlie Castaldo | Dezuwon ""Pez"" Davila | Joe Macor | Nancy Stam | Scot Jenkins | Terese Tomanek | Timothy L. Meyer","Ashlie Castaldo | Azrin Awal | Dezuwon ""Pez"" Davila | Joe Macor | Nancy Stam | Scot Jenkins | Terese Tomanek | Timothy L. Meyer",8,endorsed | opponent,Nonpartisan,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:7,verified,Duluth At-Large,resolution_verified,race_registry_resolutions_2021_2022.csv:7,verified,Minnesota,MN,resolution_verified,race_registry_resolutions_2021_2022.csv:7,verified,https://duluthmn.gov/media/11846/2021-primary-precinct-results-city-wide.pdf,resolution_verified,race_registry_resolutions_2021_2022.csv:7,verified,,unresolved,,,,"Ashlie Castaldo | Dezuwon ""Pez"" Davila | Joe Macor | Nancy Stam | Scot Jenkins | Terese Tomanek | Timothy L. Meyer",corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:7,a awal | a castaldo | ash castaldo | ashlie castaldo | azr awal | azrin awal | d davila | d pez | dez davila | dez pez | dezuwon davila | dezuwon pez | dezuwon pez davila | j macor | joe macor | n stam | nan stam | nancy stam | s jenkins | sco jenkins | scot jenkins | t l | t meyer | t tomanek | ter tomanek | terese tomanek | tim l | tim meyer | timothy l | timothy l meyer | timothy meyer,race-07e8c0f659f04a7168be,1,
race-0a67e638042856300063,other_corpus_race,2026-06-02,2026,Nonpartisan,Estuardo Mazariegos,Estuardo Mazariegos,,Elmer Roldan | Jorge Hernandez Rosas | Jorge Nuño | Jose Ugarte | Martha Sánchez,Elmer Roldan | Estuardo Mazariegos | Jorge Hernandez Rosas | Jorge Nuño | Jose Ugarte | Martha Sánchez,6,endorsed | opponent,Nonpartisan,source_unavailable | verified,City Council,metadata_inferred,title_url_text:7f2c3273ff2d20a806412a06 | title_url_text:87841c15fb244cd1f9d7e94b | title_url_text:bcfc7d57ef0460a0dd03939c | title_url_text:d087eb2c1076aab8ea6d832a | title_url_text:e8ffbe8a2b6a04916c82bc9c,high,District 9,metadata_inferred,title_url_text:7f2c3273ff2d20a806412a06 | title_url_text:87841c15fb244cd1f9d7e94b | title_url_text:bcfc7d57ef0460a0dd03939c | title_url_text:d087eb2c1076aab8ea6d832a | title_url_text:e8ffbe8a2b6a04916c82bc9c,high,California,CA,metadata_inferred,title_url_text:7f2c3273ff2d20a806412a06 | title_url_text:87841c15fb244cd1f9d7e94b | title_url_text:bcfc7d57ef0460a0dd03939c,high,,unresolved,,,,unresolved,,,,Elmer Roldan | Jorge Hernandez Rosas | Jorge Nuño | Jose Ugarte | Martha Sánchez,corpus_candidate_set,,metadata_inferred,title_url_text:7f2c3273ff2d20a806412a06 | title_url_text:87841c15fb244cd1f9d7e94b | title_url_text:bcfc7d57ef0460a0dd03939c | title_url_text:d087eb2c1076aab8ea6d832a | title_url_text:e8ffbe8a2b6a04916c82bc9c,e mazariegos | e roldan | elm roldan | elmer roldan | est mazariegos | estuardo mazariegos | j hernandez | j nuno | j rosas | j ugarte | jor hernandez | jor nuno | jor rosas | jorge hernandez | jorge hernandez rosas | jorge nuno | jorge rosas | jos ugarte | jose ugarte | m sanchez | mar sanchez | martha sanchez,race-0a67e638042856300063,1,official_election_source
race-0b648ab38046db8ff140,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Phil Erner,Phil Erner,,David Donaldson,David Donaldson | Phil Erner,2,endorsed | opponent,Democratic,source_unavailable,County Legislature,resolution_verified,race_registry_resolutions_2021_2022.csv:8,verified,Ulster County District 6,resolution_verified,race_registry_resolutions_2021_2022.csv:8,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:8,verified,https://elections.ulstercountyny.gov/results/,resolution_verified,race_registry_resolutions_2021_2022.csv:8,verified,,unresolved,,,,David Donaldson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:8,d donaldson | dav donaldson | david donaldson | p erner | phi erner | phil erner,race-0b648ab38046db8ff140,1,
race-0b902d615156cfc70e34,tracked_dsa_endorsed_democratic_primary,2026-06-16,2026,Democratic,Aparna Raj,Aparna Raj,,Jackie Reyes Yanes | Miguel Trindade Deramo | Rashida Brown | Terry Lynch,Aparna Raj | Jackie Reyes Yanes | Miguel Trindade Deramo | Rashida Brown | Terry Lynch,5,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2025_2026.csv:6,verified,Ward 1,resolution_verified,race_registry_resolutions_2025_2026.csv:6,verified,District of Columbia,DC,resolution_verified,race_registry_resolutions_2025_2026.csv:6,verified,https://electionresults.dcboe.org/election_results/2026-Primary-Election,resolution_verified,race_registry_resolutions_2025_2026.csv:6,verified,,unresolved,,,,Jackie Reyes Yanes | Miguel Trindade Deramo | Rashida Brown | Terry Lynch,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:6,a raj | apa raj | aparna raj | j reyes | j yanes | jac reyes | jac yanes | jackie reyes | jackie reyes yanes | jackie yanes | m deramo | m trindade | mig deramo | mig trindade | miguel deramo | miguel trindade | miguel trindade deramo | r brown | ras brown | rashida brown | t lynch | ter lynch | terry lynch,race-0b902d615156cfc70e34,1,
race-0c197de9cc747ac05e9d,other_corpus_race,2024-08-06,2024,Democratic,,,,Alissa Murphy | Carl Harris | Carl Henderson,Alissa Murphy | Carl Harris | Carl Henderson,3,opponent,Democratic,source_unavailable,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Alissa Murphy | Carl Harris | Carl Henderson,corpus_candidate_set,,corpus_only,,a murphy | ali murphy | alissa murphy | c harris | c henderson | car harris | car henderson | carl harris | carl henderson,race-0c197de9cc747ac05e9d,1,office | jurisdiction | state | official_election_source
race-0d82e08f0a96b36956e8,other_corpus_race,2022-08-23,2022,Democratic,,,,Kaegan Mays-Williams | Kevin Parker,Kaegan Mays-Williams | Kevin Parker,2,opponent,Democratic,source_unavailable | verified,,unresolved,,,,unresolved,,,New York,NY,metadata_inferred,official_host:f484fbe8d6c706efbf68220d | title_url_text:f484fbe8d6c706efbf68220d,high,https://www.nycvotes.org/whats-on-the-ballot/2022-primary-election/state-senator/profile?bannerTitle=Keagan%20Marie%20Mays-Williams&candidateId=V882&electionCycle=2022%20August%20Primary&geoAreaAbbr=21&officeType=8&officelevel=2&partyId=D,metadata_inferred,official_url:f484fbe8d6c706efbf68220d,high,,unresolved,,,,Kaegan Mays-Williams | Kevin Parker,corpus_candidate_set,,metadata_inferred,official_host:f484fbe8d6c706efbf68220d | title_url_text:f484fbe8d6c706efbf68220d | official_url:f484fbe8d6c706efbf68220d,k mays | k parker | k williams | kae mays | kae williams | kaegan mays | kaegan mays williams | kaegan williams | kev parker | kevin parker,race-0d82e08f0a96b36956e8,1,office | jurisdiction
race-0de2ddb13df7ec856a27,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Sarah Salem,Sarah Salem,,Chris Petsas | Da’Ron Wilson,Chris Petsas | Da’Ron Wilson | Sarah Salem,3,endorsed | opponent,Democratic,source_unavailable,City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:9,verified,Poughkeepsie At-Large,resolution_verified,race_registry_resolutions_2021_2022.csv:9,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:9,verified,https://www.elections.dutchessny.gov/election-results/,resolution_verified,race_registry_resolutions_2021_2022.csv:9,verified,,unresolved,,,,Chris Petsas | Da’Ron Wilson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:9,c petsas | chr petsas | chris petsas | d ron | d wilson | da ron | da ron wilson | da wilson | s salem | sar salem | sarah salem,race-0de2ddb13df7ec856a27,1,
